#{"t_start": 1748599542.8027062, "env_id": "Maze-v0"}
r,l,t
-10.0,10,129.795373
-15.0,15,129.894963
-27.0,17,130.004519
-10.0,10,130.08045
-18.0,18,130.185904
-13.0,13,130.262734
-16.0,16,130.35628
-10.0,10,130.462494
-14.0,14,130.555417
-16.0,16,130.665622
-19.0,19,130.783294
-13.0,13,130.853667
-11.0,11,130.930583
-13.0,13,131.003234
-12.0,12,131.070791
-15.0,15,131.168909
-14.0,14,131.265054
-11.0,11,131.346202
-19.0,19,131.486499
-16.0,16,131.590938
-10.0,10,131.669358
-22.0,12,131.755535
-22.0,12,131.840257
-9.0,8,131.890129
-13.0,13,131.976341
-10.0,10,132.048761
-11.0,11,132.13049
-12.0,12,132.195069
-13.0,13,132.287684
-10.0,10,132.356443
-12.0,12,132.446563
-11.0,11,132.526752
-12.0,12,132.614761
-29.0,19,132.732448
-25.0,15,132.846938
-15.0,15,132.95669
-11.0,11,133.042
-25.0,15,133.141619
-13.0,13,133.223193
-11.0,11,133.299944
-10.0,10,133.364906
-11.0,11,133.445164
-12.0,12,133.518116
-14.0,13,133.589982
-11.0,11,133.650771
-14.0,13,133.71891
-27.0,17,133.838284
-13.0,13,133.915773
-12.0,12,133.987041
-15.0,15,134.07625
-13.0,13,134.148121
-14.0,14,134.226512
-13.0,13,134.29618
-10.0,10,134.356694
-14.0,14,134.437228
-14.0,14,134.518271
-10.0,10,134.596128
-26.0,16,134.688653
-13.0,13,134.768231
-18.0,15,134.860644
-24.0,14,134.949736
-11.0,11,135.022316
-11.0,11,135.089122
-24.0,14,135.183171
-13.0,13,135.272618
-21.0,11,135.354574
-23.0,13,135.434811
-16.0,16,135.539521
-13.0,13,135.628162
-14.0,14,135.728582
-11.0,11,135.816352
-12.0,12,135.89437
-13.0,13,135.968149
-15.0,14,136.04463
-12.0,12,136.11348
-24.0,14,136.21221
-14.0,14,136.301471
-12.0,12,136.374486
-13.0,13,136.448325
-21.0,11,136.522063
-23.0,13,136.616374
-22.0,12,136.71309
-11.0,11,136.781212
-11.0,11,136.845869
-17.0,17,136.958489
-22.0,12,137.046063
-22.0,12,137.137607
-12.0,11,137.208674
-13.0,13,137.282989
-21.0,11,137.347939
-21.0,11,137.41152
-13.0,13,137.50573
-23.0,13,137.602664
-11.0,11,137.688444
-12.0,12,137.771818
-11.0,11,137.857561
-24.0,14,137.950795
-21.0,11,138.039066
-21.0,11,138.109259
-15.0,15,138.192287
-11.0,11,138.261806
-15.0,15,138.34536
-12.0,12,138.426237
-14.0,14,138.510493
-14.0,14,138.603547
-17.0,17,138.697064
-12.0,12,138.782981
-13.0,13,138.861094
-12.0,12,138.928871
-12.0,12,138.996796
-13.0,13,139.073257
-24.0,14,139.16925
-16.0,16,139.256338
-24.0,14,139.352222
-24.0,14,143.728281
-12.0,12,143.796775
-13.0,13,143.879045
-11.0,11,143.940974
-22.0,12,144.014134
-12.0,12,144.088064
-12.0,11,144.148387
-12.0,12,144.215787
-10.0,10,144.283471
-20.0,20,144.401916
-10.0,10,144.459204
-22.0,12,144.52059
-14.0,14,144.589416
-12.0,12,144.654543
-21.0,11,144.71152
-12.0,12,144.770326
-14.0,14,144.865474
-14.0,14,144.95422
-23.0,13,145.023138
-16.0,16,145.136929
-12.0,12,145.214759
-12.0,12,145.285685
-20.0,20,145.392406
-13.0,13,145.480065
-11.0,11,145.548912
-15.0,15,145.660873
-10.0,10,145.726303
-25.0,15,145.821788
-14.0,14,145.917676
-13.0,13,146.006548
-24.0,14,146.093772
-11.0,11,146.167695
-14.0,14,146.271368
-23.0,13,146.359403
-10.0,10,146.437552
-9.0,11,146.514788
-10.0,10,146.581212
-11.0,11,146.660676
-11.0,11,146.745978
-22.0,12,146.849212
-10.0,9,146.922415
-23.0,13,147.016505
-25.0,15,147.100613
-11.0,11,147.17887
-12.0,12,147.251724
-11.0,11,147.32043
-22.0,12,147.401639
-12.0,12,147.480575
-13.0,13,147.568702
-16.0,16,147.676985
-14.0,14,147.754836
-18.0,18,147.860541
-14.0,14,147.974964
-12.0,12,148.055611
-13.0,13,148.147143
-15.0,15,148.254562
-14.0,14,148.350562
-14.0,14,148.434363
-11.0,11,148.502326
-23.0,13,148.577021
-14.0,14,148.663317
-24.0,14,148.76346
-25.0,15,148.849099
-14.0,14,148.924815
-13.0,13,149.005267
